ANZAC ID ,Mouse ID,treatment,diet,diet.P,diet.C,diet.F,ave.intake,intake.P,intake.C,intake.F,intake.E,triglycerides,uterus.weight.mg,ucp1,ucp1.batw,GTT_AUC,P4,FSH,LH,body.weight,body.fat,no.cycles,no.CL,cholesterol,adiponectin,triglycerides,uterus.weight,adipo.size,red.liver,ucp1,ucp1.batw,fgf21,basal.glucose
23579,o104.6/9,dht,10,3.43,5.89,6.19,2.602936508,8.928072222,15.33129603,16.11217698,40.37154524,51.41743484,63.32,6.402,86.33850303,16770,,396.09,84.04,23.65,25.7,0,,52.87983961,,51.41743484,0.06332,,,6.402,86.338503,0.21554121,10
23580,o104.6/6,blank,10,3.43,5.89,6.19,2.941071429,10.087875,17.32291071,18.20523214,45.61601786,44.39362684,67.25,1.5299,36.23466654,26250,,1188,347.25,22.82,23,3,,46.75407967,21404.4363,44.39362684,0.06725,,,1.52986386,36.2346665,0.43470859,6.6
23663,o104.6/8,blank,10,3.43,5.89,6.19,2.941071429,10.087875,17.32291071,18.20523214,45.61601786,50.96428594,88.21,0.9268,19.1892466,21094,0.664,283.88,131.42,23.76,22.5,2,,49.94785195,,50.96428594,0.08821,,,0.92684061,19.1892466,0.32467199,7.2
23664,o106.5/7,blank,7,2.09,4.47,9.26,2.50452381,5.234454762,11.19522143,23.19189048,39.62156667,78.60636903,64.78,1.7856,29.5042961,15820,,331.36,84.04,24.11,21,3,,50.156527,,78.60636903,0.06478,,,1.7856,29.5042961,,8.6
23665,oso127.1/3,blank,8,2.09,8.87,4.68,2.434214286,5.087507857,21.59148071,11.39212286,38.07111143,25.24808568,64.09,0.4929,6.476152937,26483,,412.5,3830,22.31,22.6,2,,73.35139634,,25.24808568,0.06409,,,0.4929,6.47615294,,6.3
23666,oso127.1/5,blank,9,6.27,4.47,4.72,2.831928571,17.75619214,12.65872071,13.36670286,43.78161571,35.78379768,74.09,1.2035,20.81819754,22167,,44.9,106.75,22,19.3,2,,56.12596881,,35.78379768,0.07409,,,1.2035,20.8181975,0.01059,9.3
23667,oso128.1/6,dht,9,6.27,4.47,4.72,2.831928571,17.75619214,12.65872071,13.36670286,43.78161571,46.09293523,85.49,3.2036,32.40542181,21169,,790.17,63.44,26.68,19,0,,65.07900257,8355.0314,46.09293523,0.08549,,,3.2036,32.4054218,0.01758091,9.9
23668,oso128.1/7,dht,9,6.27,4.47,4.72,2.764357143,17.33251929,12.35667643,13.04776571,42.73696143,39.29570168,72.78,2.4621,30.38879289,16689,,44.9,29.43,24.82,25.1,0,,60.10509492,10355.9451,39.29570168,0.07278,,,2.4621,30.3887929,0.01059,7.4
23669,oso128.1/5,blank,8,2.09,8.87,4.68,2.764357143,5.777506429,24.51984786,12.93719143,43.23454571,38.38940387,78.23,0.88,12.69658058,10042,,462.23,16.51,24.01,19.9,3,,77.63444202,19154.2529,38.38940387,0.07823,,,0.88,12.6965806,19.1542529,12.6
23670,o109.2/10,dht,10,3.43,5.89,6.19,2.602936508,8.928072222,15.33129603,16.11217698,40.37154524,61.38671071,63.29,0.9,15.65762004,11187,0.526,843.51,29.43,23.25,23.2,2,,,12369.2468,61.38671071,0.06329,,,0.9,15.65762,0.10760435,7.1
